"Indikator","Ausprägung","Jahr","Raumbezug","Indikatorwert","Basiswert.1","Basiswert.2","Name.Basiswert.1","Name.Basiswert.2"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2022,"20 Hadern",3941.46,51239,13,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2022,"21 Pasing - Obermenzing",2362.03,80309,34,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2022,"22 Aubing - Lochhausen - Langwied",2600.9,54619,21,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2022,"23 Allach - Untermenzing",2770.54,36017,13,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2022,"24 Feldmoching - Hasenbergl",2743.91,63110,23,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2022,"25 Laim",1776.72,56855,32,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2021,"Stadt München",2131.14,1562128,733,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2021,"01 Altstadt - Lehel",368.32,20626,56,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2021,"02 Ludwigsvorstadt - Isarvorstadt",878.33,50943,58,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2021,"03 Maxvorstadt",2049.12,51228,25,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2021,"04 Schwabing - West",2353.62,68255,29,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2021,"05 Au - Haidhausen",1947.34,62315,32,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2021,"06 Sendling",1850.18,40704,22,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2021,"07 Sendling - Westpark",3363.33,60540,18,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2021,"08 Schwanthalerhöhe",1698.24,28870,17,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2021,"09 Neuhausen - Nymphenburg",2259.43,99415,44,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2021,"10 Moosach",3433,54928,16,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2021,"11 Milbertshofen - Am Hart",2521.93,75658,30,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2021,"12 Schwabing - Freimann",2679.34,77701,29,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2021,"13 Bogenhausen",2204.6,92593,42,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2021,"14 Berg am Laim",3597.62,46769,13,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2021,"15 Trudering - Riem",2582.21,74884,29,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2021,"16 Ramersdorf - Perlach",2458.54,118010,48,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2021,"17 Obergiesing - Fasangarten",3146.06,53483,17,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2021,"18 Untergiesing - Harlaching",2119.96,52999,25,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2021,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",2363.33,99260,42,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2021,"20 Hadern",3143.13,50290,16,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2021,"21 Pasing - Obermenzing",2173.11,78232,36,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2021,"22 Aubing - Lochhausen - Langwied",2466,51786,21,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2021,"23 Allach - Untermenzing",2880.5,34566,12,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2021,"24 Feldmoching - Hasenbergl",2591.33,62192,24,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2021,"25 Laim",1746.28,55881,32,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2020,"Stadt München",2091.16,1562096,747,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2020,"01 Altstadt - Lehel",367.72,20960,57,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2020,"02 Ludwigsvorstadt - Isarvorstadt",818.21,51547,63,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2020,"03 Maxvorstadt",2240.43,51530,23,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2020,"04 Schwabing - West",2370.69,68750,29,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2020,"05 Au - Haidhausen",1833.91,62353,34,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2020,"06 Sendling",1859.82,40916,22,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2020,"07 Sendling - Westpark",3556.94,60468,17,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2020,"08 Schwanthalerhöhe",1725.18,29328,17,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2020,"09 Neuhausen - Nymphenburg",2266,99704,44,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2020,"10 Moosach",3051.89,54934,18,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2020,"11 Milbertshofen - Am Hart",2533.3,75999,30,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2020,"12 Schwabing - Freimann",2390.33,78881,33,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2020,"13 Bogenhausen",2355.26,91855,39,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2020,"14 Berg am Laim",3351.07,46915,14,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2020,"15 Trudering - Riem",2567.45,74456,29,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2020,"16 Ramersdorf - Perlach",2513.77,118147,47,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2020,"17 Obergiesing - Fasangarten",2836.68,53897,19,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2020,"18 Untergiesing - Harlaching",2205.83,52940,24,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2020,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",2347.52,98596,42,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2020,"20 Hadern",3110.63,49770,16,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2020,"21 Pasing - Obermenzing",2089.22,77301,37,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2020,"22 Aubing - Lochhausen - Langwied",2279.09,50140,22,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2020,"23 Allach - Untermenzing",2593.08,33710,13,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2020,"24 Feldmoching - Hasenbergl",2490.8,62270,25,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2020,"25 Laim",1719.06,56729,33,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2019,"Stadt München",2088.41,1560042,747,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2019,"01 Altstadt - Lehel",346.33,21126,61,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2019,"02 Ludwigsvorstadt - Isarvorstadt",865.55,51933,60,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2019,"03 Maxvorstadt",2356.09,51834,22,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2019,"04 Schwabing - West",2297.83,68935,30,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2019,"05 Au - Haidhausen",1868.3,61654,33,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2019,"06 Sendling",1793.74,41256,23,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2019,"07 Sendling - Westpark",3558.71,60498,17,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2019,"08 Schwanthalerhöhe",1558.47,29611,19,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2019,"09 Neuhausen - Nymphenburg",2004.26,100213,50,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2019,"10 Moosach",3227.76,54872,17,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2019,"11 Milbertshofen - Am Hart",2551.97,76559,30,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2019,"12 Schwabing - Freimann",2458.03,78657,32,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2019,"13 Bogenhausen",2369.08,90025,38,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2019,"14 Berg am Laim",3357.14,47000,14,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2019,"15 Trudering - Riem",2721.44,73479,27,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2019,"16 Ramersdorf - Perlach",2508.89,117918,47,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2019,"17 Obergiesing - Fasangarten",2868.32,54498,19,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2019,"18 Untergiesing - Harlaching",1901.54,53243,28,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2019,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",2220.2,97689,44,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2019,"20 Hadern",3344.33,50165,15,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2019,"21 Pasing - Obermenzing",2385.88,76348,32,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2019,"22 Aubing - Lochhausen - Langwied",2336.76,49072,21,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2019,"23 Allach - Untermenzing",2856.42,34277,12,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2019,"24 Feldmoching - Hasenbergl",2482.76,62069,25,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2019,"25 Laim",1842.29,57111,31,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2018,"Stadt München",2029.23,1542211,760,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2018,"01 Altstadt - Lehel",363.79,21100,58,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2018,"02 Ludwigsvorstadt - Isarvorstadt",846.62,51644,61,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2018,"03 Maxvorstadt",1977,51402,26,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2018,"04 Schwabing - West",2363,68527,29,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2018,"05 Au - Haidhausen",1859.27,61356,33,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2018,"06 Sendling",1781.87,40983,23,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2018,"07 Sendling - Westpark",3508.41,59643,17,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2018,"08 Schwanthalerhöhe",1749.59,29743,17,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2018,"09 Neuhausen - Nymphenburg",2058.63,98814,48,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2018,"10 Moosach",2711.15,54223,20,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2018,"11 Milbertshofen - Am Hart",2589.45,75094,29,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2018,"12 Schwabing - Freimann",2435.5,77936,32,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2018,"13 Bogenhausen",2094.05,87950,42,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2018,"14 Berg am Laim",3073.2,46098,15,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2018,"15 Trudering - Riem",2614.5,73206,28,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2018,"16 Ramersdorf - Perlach",2423.48,116327,48,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2018,"17 Obergiesing - Fasangarten",3014.22,54256,18,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2018,"18 Untergiesing - Harlaching",1969.78,53184,27,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2018,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",2198.05,96714,44,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2018,"20 Hadern",3326.53,49898,15,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2018,"21 Pasing - Obermenzing",2261.36,74625,33,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2018,"22 Aubing - Lochhausen - Langwied",2078.83,47813,23,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2018,"23 Allach - Untermenzing",2565.77,33355,13,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2018,"24 Feldmoching - Hasenbergl",2375.92,61774,26,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2018,"25 Laim",1615.6,56546,35,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
