"Indikator","Ausprägung","Jahr","Raumbezug","Indikatorwert","Basiswert.1","Basiswert.2","Name.Basiswert.1","Name.Basiswert.2"
"Psychologische*r Psychotherapeut*in-Dichte","Erwachsene",2020,"05 Au - Haidhausen",804,52263,65,"Hauptwohnsitzbevölkerung (21 Jahre und älter)","Psychologische Psychotherapeuten (ohne Psychologische Kinder- und Jugendlichenpsychotherapeuten)"
"Psychologische*r Psychotherapeut*in-Dichte","Erwachsene",2020,"06 Sendling",2475.1,34651,14,"Hauptwohnsitzbevölkerung (21 Jahre und älter)","Psychologische Psychotherapeuten (ohne Psychologische Kinder- und Jugendlichenpsychotherapeuten)"
"Psychologische*r Psychotherapeut*in-Dichte","Erwachsene",2020,"07 Sendling - Westpark",3123.3,49973,16,"Hauptwohnsitzbevölkerung (21 Jahre und älter)","Psychologische Psychotherapeuten (ohne Psychologische Kinder- und Jugendlichenpsychotherapeuten)"
"Psychologische*r Psychotherapeut*in-Dichte","Erwachsene",2020,"08 Schwanthalerhöhe",4100.8,24605,6,"Hauptwohnsitzbevölkerung (21 Jahre und älter)","Psychologische Psychotherapeuten (ohne Psychologische Kinder- und Jugendlichenpsychotherapeuten)"
"Psychologische*r Psychotherapeut*in-Dichte","Erwachsene",2020,"09 Neuhausen - Nymphenburg",587.9,82896,141,"Hauptwohnsitzbevölkerung (21 Jahre und älter)","Psychologische Psychotherapeuten (ohne Psychologische Kinder- und Jugendlichenpsychotherapeuten)"
"Psychologische*r Psychotherapeut*in-Dichte","Erwachsene",2020,"10 Moosach",8964.2,44821,5,"Hauptwohnsitzbevölkerung (21 Jahre und älter)","Psychologische Psychotherapeuten (ohne Psychologische Kinder- und Jugendlichenpsychotherapeuten)"
"Psychologische*r Psychotherapeut*in-Dichte","Erwachsene",2020,"11 Milbertshofen - Am Hart",10348.7,62092,6,"Hauptwohnsitzbevölkerung (21 Jahre und älter)","Psychologische Psychotherapeuten (ohne Psychologische Kinder- und Jugendlichenpsychotherapeuten)"
"Psychologische*r Psychotherapeut*in-Dichte","Erwachsene",2020,"12 Schwabing - Freimann",688.3,64704,94,"Hauptwohnsitzbevölkerung (21 Jahre und älter)","Psychologische Psychotherapeuten (ohne Psychologische Kinder- und Jugendlichenpsychotherapeuten)"
"Psychologische*r Psychotherapeut*in-Dichte","Erwachsene",2020,"13 Bogenhausen",2666.3,74657,28,"Hauptwohnsitzbevölkerung (21 Jahre und älter)","Psychologische Psychotherapeuten (ohne Psychologische Kinder- und Jugendlichenpsychotherapeuten)"
"Psychologische*r Psychotherapeut*in-Dichte","Erwachsene",2020,"14 Berg am Laim",7650,38250,5,"Hauptwohnsitzbevölkerung (21 Jahre und älter)","Psychologische Psychotherapeuten (ohne Psychologische Kinder- und Jugendlichenpsychotherapeuten)"
"Psychologische*r Psychotherapeut*in-Dichte","Erwachsene",2020,"15 Trudering - Riem",9526.8,57161,6,"Hauptwohnsitzbevölkerung (21 Jahre und älter)","Psychologische Psychotherapeuten (ohne Psychologische Kinder- und Jugendlichenpsychotherapeuten)"
"Psychologische*r Psychotherapeut*in-Dichte","Erwachsene",2020,"16 Ramersdorf - Perlach",23652,94608,4,"Hauptwohnsitzbevölkerung (21 Jahre und älter)","Psychologische Psychotherapeuten (ohne Psychologische Kinder- und Jugendlichenpsychotherapeuten)"
"Psychologische*r Psychotherapeut*in-Dichte","Erwachsene",2020,"17 Obergiesing - Fasangarten",1735.2,45116,26,"Hauptwohnsitzbevölkerung (21 Jahre und älter)","Psychologische Psychotherapeuten (ohne Psychologische Kinder- und Jugendlichenpsychotherapeuten)"
"Psychologische*r Psychotherapeut*in-Dichte","Erwachsene",2020,"18 Untergiesing - Harlaching",2779.9,44478,16,"Hauptwohnsitzbevölkerung (21 Jahre und älter)","Psychologische Psychotherapeuten (ohne Psychologische Kinder- und Jugendlichenpsychotherapeuten)"
"Psychologische*r Psychotherapeut*in-Dichte","Erwachsene",2020,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",2885.1,80783,28,"Hauptwohnsitzbevölkerung (21 Jahre und älter)","Psychologische Psychotherapeuten (ohne Psychologische Kinder- und Jugendlichenpsychotherapeuten)"
"Psychologische*r Psychotherapeut*in-Dichte","Erwachsene",2020,"20 Hadern",5117.3,40938,8,"Hauptwohnsitzbevölkerung (21 Jahre und älter)","Psychologische Psychotherapeuten (ohne Psychologische Kinder- und Jugendlichenpsychotherapeuten)"
"Psychologische*r Psychotherapeut*in-Dichte","Erwachsene",2020,"21 Pasing - Obermenzing",998.1,61885,62,"Hauptwohnsitzbevölkerung (21 Jahre und älter)","Psychologische Psychotherapeuten (ohne Psychologische Kinder- und Jugendlichenpsychotherapeuten)"
"Psychologische*r Psychotherapeut*in-Dichte","Erwachsene",2020,"22 Aubing - Lochhausen - Langwied",13126.3,39379,3,"Hauptwohnsitzbevölkerung (21 Jahre und älter)","Psychologische Psychotherapeuten (ohne Psychologische Kinder- und Jugendlichenpsychotherapeuten)"
"Psychologische*r Psychotherapeut*in-Dichte","Erwachsene",2020,"23 Allach - Untermenzing",8859.7,26579,3,"Hauptwohnsitzbevölkerung (21 Jahre und älter)","Psychologische Psychotherapeuten (ohne Psychologische Kinder- und Jugendlichenpsychotherapeuten)"
"Psychologische*r Psychotherapeut*in-Dichte","Erwachsene",2020,"24 Feldmoching - Hasenbergl",16386,49158,3,"Hauptwohnsitzbevölkerung (21 Jahre und älter)","Psychologische Psychotherapeuten (ohne Psychologische Kinder- und Jugendlichenpsychotherapeuten)"
"Psychologische*r Psychotherapeut*in-Dichte","Erwachsene",2020,"25 Laim",3427.1,47979,14,"Hauptwohnsitzbevölkerung (21 Jahre und älter)","Psychologische Psychotherapeuten (ohne Psychologische Kinder- und Jugendlichenpsychotherapeuten)"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2022,"Stadt München",1153.47,1588330,1377,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2022,"01 Altstadt - Lehel",156.45,20808,133,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2022,"02 Ludwigsvorstadt - Isarvorstadt",230.38,50915,221,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2022,"03 Maxvorstadt",431.98,52269,121,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2022,"04 Schwabing - West",523.69,68603,131,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2022,"05 Au - Haidhausen",660.24,63383,96,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2022,"06 Sendling",1464.68,41011,28,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2022,"07 Sendling - Westpark",5141.83,61702,12,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2022,"08 Schwanthalerhöhe",2635.09,28986,11,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2022,"09 Neuhausen - Nymphenburg",531.72,100495,189,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2022,"10 Moosach",7965.86,55761,7,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2022,"11 Milbertshofen - Am Hart",8555.33,76998,9,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2022,"12 Schwabing - Freimann",760.5,79092,104,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2022,"13 Bogenhausen",2357.93,94317,40,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2022,"14 Berg am Laim",5893.5,47148,8,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2022,"15 Trudering - Riem",3800.1,76002,20,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2022,"16 Ramersdorf - Perlach",11957.2,119572,10,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2022,"17 Obergiesing - Fasangarten",1458.49,53964,37,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2022,"18 Untergiesing - Harlaching",2350.78,54068,23,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2022,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",2807.97,101087,36,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2022,"20 Hadern",3941.46,51239,13,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2022,"21 Pasing - Obermenzing",923.09,80309,87,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2022,"22 Aubing - Lochhausen - Langwied",18206.33,54619,3,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2022,"23 Allach - Untermenzing",9004.25,36017,4,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2022,"24 Feldmoching - Hasenbergl",7888.75,63110,8,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2022,"25 Laim",2186.73,56855,26,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2021,"Stadt München",1178.96,1562128,1325,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2021,"01 Altstadt - Lehel",163.7,20626,126,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2021,"02 Ludwigsvorstadt - Isarvorstadt",242.59,50943,210,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2021,"03 Maxvorstadt",419.9,51228,122,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2021,"04 Schwabing - West",541.71,68255,126,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2021,"05 Au - Haidhausen",692.39,62315,90,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2021,"06 Sendling",1356.8,40704,30,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2021,"07 Sendling - Westpark",4324.29,60540,14,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
