"Indikator","Ausprägung","Jahr","Raumbezug","Indikatorwert","Basiswert.1","Basiswert.2","Name.Basiswert.1","Name.Basiswert.2"
"Apotheken-Dichte","insgesamt",2022,"24 Feldmoching - Hasenbergl",7012.2,63110,9,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2022,"25 Laim",4061.1,56855,14,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2021,"Stadt München",4663.1,1562128,335,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2021,"01 Altstadt - Lehel",896.8,20626,23,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2021,"02 Ludwigsvorstadt - Isarvorstadt",2214.9,50943,23,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2021,"03 Maxvorstadt",3415.2,51228,15,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2021,"04 Schwabing - West",4875.4,68255,14,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2021,"05 Au - Haidhausen",3279.7,62315,19,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2021,"06 Sendling",5088,40704,8,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2021,"07 Sendling - Westpark",5503.6,60540,11,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2021,"08 Schwanthalerhöhe",3608.8,28870,8,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2021,"09 Neuhausen - Nymphenburg",4322.4,99415,23,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2021,"10 Moosach",6103.1,54928,9,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2021,"11 Milbertshofen - Am Hart",5404.1,75658,14,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2021,"12 Schwabing - Freimann",4089.5,77701,19,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2021,"13 Bogenhausen",4873.3,92593,19,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2021,"14 Berg am Laim",5846.1,46769,8,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2021,"15 Trudering - Riem",9360.5,74884,8,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2021,"16 Ramersdorf - Perlach",6941.8,118010,17,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2021,"17 Obergiesing - Fasangarten",4862.1,53483,11,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2021,"18 Untergiesing - Harlaching",6624.9,52999,8,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2021,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",6203.8,99260,16,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2021,"20 Hadern",6286.3,50290,8,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2021,"21 Pasing - Obermenzing",4889.5,78232,16,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2021,"22 Aubing - Lochhausen - Langwied",5754,51786,9,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2021,"23 Allach - Untermenzing",5761,34566,6,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2021,"24 Feldmoching - Hasenbergl",6910.2,62192,9,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2021,"25 Laim",3991.5,55881,14,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2020,"Stadt München",4514.7,1562096,346,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2020,"01 Altstadt - Lehel",838.4,20960,25,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2020,"02 Ludwigsvorstadt - Isarvorstadt",2241.2,51547,23,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2020,"03 Maxvorstadt",3435.3,51530,15,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2020,"04 Schwabing - West",4910.7,68750,14,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2020,"05 Au - Haidhausen",3117.7,62353,20,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2020,"06 Sendling",5114.5,40916,8,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2020,"07 Sendling - Westpark",6046.8,60468,10,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2020,"08 Schwanthalerhöhe",3666,29328,8,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2020,"09 Neuhausen - Nymphenburg",4154.3,99704,24,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2020,"10 Moosach",5493.4,54934,10,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2020,"11 Milbertshofen - Am Hart",5066.6,75999,15,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2020,"12 Schwabing - Freimann",3944.1,78881,20,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2020,"13 Bogenhausen",4834.5,91855,19,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2020,"14 Berg am Laim",5212.8,46915,9,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2020,"15 Trudering - Riem",9307,74456,8,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2020,"16 Ramersdorf - Perlach",6949.8,118147,17,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2020,"17 Obergiesing - Fasangarten",4491.4,53897,12,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2020,"18 Untergiesing - Harlaching",6617.5,52940,8,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2020,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",5799.8,98596,17,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2020,"20 Hadern",6221.3,49770,8,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2020,"21 Pasing - Obermenzing",4831.3,77301,16,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2020,"22 Aubing - Lochhausen - Langwied",5014,50140,10,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2020,"23 Allach - Untermenzing",5618.3,33710,6,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2020,"24 Feldmoching - Hasenbergl",6918.9,62270,9,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2020,"25 Laim",3781.9,56729,15,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2019,"Stadt München",4457.3,1560042,350,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2019,"01 Altstadt - Lehel",845,21126,25,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2019,"02 Ludwigsvorstadt - Isarvorstadt",2163.9,51933,24,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2019,"03 Maxvorstadt",3239.6,51834,16,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2019,"04 Schwabing - West",4923.9,68935,14,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2019,"05 Au - Haidhausen",3082.7,61654,20,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2019,"06 Sendling",5157,41256,8,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2019,"07 Sendling - Westpark",6049.8,60498,10,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2019,"08 Schwanthalerhöhe",3701.4,29611,8,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2019,"09 Neuhausen - Nymphenburg",4175.5,100213,24,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2019,"10 Moosach",5487.2,54872,10,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2019,"11 Milbertshofen - Am Hart",5103.9,76559,15,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2019,"12 Schwabing - Freimann",3932.9,78657,20,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2019,"13 Bogenhausen",4738.2,90025,19,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2019,"14 Berg am Laim",4700,47000,10,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2019,"15 Trudering - Riem",9184.9,73479,8,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2019,"16 Ramersdorf - Perlach",7369.9,117918,16,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2019,"17 Obergiesing - Fasangarten",4541.5,54498,12,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2019,"18 Untergiesing - Harlaching",6655.4,53243,8,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2019,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",5427.2,97689,18,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2019,"20 Hadern",6270.6,50165,8,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2019,"21 Pasing - Obermenzing",4771.8,76348,16,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2019,"22 Aubing - Lochhausen - Langwied",4907.2,49072,10,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2019,"23 Allach - Untermenzing",5712.8,34277,6,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2019,"24 Feldmoching - Hasenbergl",6896.6,62069,9,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2019,"25 Laim",3569.4,57111,16,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2018,"Stadt München",4236.8,1542211,364,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2018,"01 Altstadt - Lehel",844,21100,25,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2018,"02 Ludwigsvorstadt - Isarvorstadt",1986.3,51644,26,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2018,"03 Maxvorstadt",3023.6,51402,17,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2018,"04 Schwabing - West",4282.9,68527,16,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2018,"05 Au - Haidhausen",3067.8,61356,20,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2018,"06 Sendling",5122.9,40983,8,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2018,"07 Sendling - Westpark",5422.1,59643,11,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2018,"08 Schwanthalerhöhe",3717.9,29743,8,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2018,"09 Neuhausen - Nymphenburg",3952.6,98814,25,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2018,"10 Moosach",5422.3,54223,10,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2018,"11 Milbertshofen - Am Hart",5006.3,75094,15,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2018,"12 Schwabing - Freimann",3896.8,77936,20,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2018,"13 Bogenhausen",4628.9,87950,19,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2018,"14 Berg am Laim",4190.7,46098,11,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2018,"15 Trudering - Riem",8134,73206,9,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2018,"16 Ramersdorf - Perlach",6462.6,116327,18,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2018,"17 Obergiesing - Fasangarten",4521.3,54256,12,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2018,"18 Untergiesing - Harlaching",6648,53184,8,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2018,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",5090.2,96714,19,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2018,"20 Hadern",6237.3,49898,8,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2018,"21 Pasing - Obermenzing",4389.7,74625,17,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2018,"22 Aubing - Lochhausen - Langwied",4346.6,47813,11,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2018,"23 Allach - Untermenzing",6671,33355,5,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2018,"24 Feldmoching - Hasenbergl",6863.8,61774,9,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2018,"25 Laim",3326.2,56546,17,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2017,"Stadt München",4135.7,1526056,369,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2017,"01 Altstadt - Lehel",837,20926,25,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2017,"02 Ludwigsvorstadt - Isarvorstadt",1985.8,51632,26,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2017,"03 Maxvorstadt",3018.3,51311,17,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2017,"04 Schwabing - West",4266.6,68265,16,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2017,"05 Au - Haidhausen",3046.9,60937,20,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2017,"06 Sendling",5085.3,40682,8,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2017,"07 Sendling - Westpark",5398.7,59386,11,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2017,"08 Schwanthalerhöhe",3691.9,29535,8,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2017,"09 Neuhausen - Nymphenburg",3789.2,98520,26,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2017,"10 Moosach",4878.4,53662,11,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2017,"11 Milbertshofen - Am Hart",4982.1,74731,15,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2017,"12 Schwabing - Freimann",3635.3,76341,21,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2017,"13 Bogenhausen",4524.8,85971,19,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2017,"14 Berg am Laim",4143.8,45582,11,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2017,"15 Trudering - Riem",8000.7,72006,9,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2017,"16 Ramersdorf - Perlach",6359.9,114478,18,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2017,"17 Obergiesing - Fasangarten",4494.8,53937,12,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2017,"18 Untergiesing - Harlaching",5844.4,52600,9,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2017,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",4777.7,95554,20,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2017,"20 Hadern",6203.3,49626,8,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2017,"21 Pasing - Obermenzing",4358.7,74098,17,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2017,"22 Aubing - Lochhausen - Langwied",4216.8,46385,11,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2017,"23 Allach - Untermenzing",6535.4,32677,5,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2017,"24 Feldmoching - Hasenbergl",6770.3,60933,9,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2017,"25 Laim",3310.6,56281,17,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2016,"Stadt München",4158.7,1542860,371,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2016,"01 Altstadt - Lehel",893.9,21454,24,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2016,"02 Ludwigsvorstadt - Isarvorstadt",2033.9,54915,27,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2016,"03 Maxvorstadt",3143.7,53443,17,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2016,"04 Schwabing - West",4082.8,69407,17,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2016,"05 Au - Haidhausen",3100,61999,20,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2016,"06 Sendling",5153.8,41230,8,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2016,"07 Sendling - Westpark",5379.5,59174,11,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2016,"08 Schwanthalerhöhe",3785.3,30282,8,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2016,"09 Neuhausen - Nymphenburg",3828.4,99538,26,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2016,"10 Moosach",4896.3,53859,11,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2016,"11 Milbertshofen - Am Hart",5083.7,76255,15,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2016,"12 Schwabing - Freimann",3675.6,77188,21,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2016,"13 Bogenhausen",4587.6,87164,19,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2016,"14 Berg am Laim",4150.5,45655,11,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2016,"15 Trudering - Riem",7938.7,71448,9,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2016,"16 Ramersdorf - Perlach",6327.7,113898,18,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2016,"17 Obergiesing - Fasangarten",4565.3,54784,12,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2016,"18 Untergiesing - Harlaching",6005.6,54050,9,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2016,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",4810,96200,20,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2016,"20 Hadern",6320.9,50567,8,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2016,"21 Pasing - Obermenzing",4378.4,74432,17,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2016,"22 Aubing - Lochhausen - Langwied",4142.8,45571,11,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
